GTIN13;BU;Project Code;Commited Qty
139422;Store 14;Project 2024_03;6000
139486;Store 1;Project 2022_02;5000
139545;Store 6;Project 2023_01;4500
139349;Store 2;Project 2024_02;8000
139522;Store 14;Project 2023_03;4000
139537;Store 6;Project 2023_02;2500
139418;Store 10;Project 2022_02;6000
139533;Store 4;Project 2022_03;5000
139429;Store 11;Project 2023_02;8000
139497;Store 10;Project 2024_01;3000
139635;Store 12;Project 2022_02;2000
139607;Store 11;Project 2022_02;2000
139565;Store 11;Project 2022_02;9000
139565;Store 4;Project 2023_02;4000
139434;Store 4;Project 2024_01;4000
139528;Store 14;Project 2023_01;4000
139421;Store 14;Project 2023_02;3000
139340;Store 9;Project 2022_02;4000
139511;Store 13;Project 2022_03;2500
139439;Store 5;Project 2023_01;4000
139373;Store 8;Project 2022_03;6500
139597;Store 15;Project 2022_02;5000
139311;Store 10;Project 2022_02;4000
139450;Store 7;Project 2024_03;5000
139638;Store 3;Project 2022_01;1400
139467;Store 5;Project 2022_02;4500
139453;Store 9;Project 2023_02;7500
139323;Store 6;Project 2024_03;4500
139550;Store 16;Project 2023_03;4300
139386;Store 6;Project 2024_03;1800
139605;Store 9;Project 2023_03;1800
139308;Store 8;Project 2023_03;9000
139350;Store 15;Project 2024_03;15000
139446;Store 5;Project 2023_01;7000
139566;Store 7;Project 2022_02;2500
139612;Store 1;Project 2022_02;18864
139534;Store 12;Project 2024_03;15548
139360;Store 4;Project 2024_03;22948
139329;Store 2;Project 2024_01;19232
139558;Store 4;Project 2024_03;7500
139491;Store 14;Project 2024_01;8100
139469;Store 9;Project 2022_02;16800
139396;Store 15;Project 2022_03;12500
139464;Store 4;Project 2023_03;5700
139617;Store 5;Project 2022_03;12500
139434;Store 3;Project 2023_03;5000
139525;Store 2;Project 2024_02;6544
139340;Store 7;Project 2023_03;12500
139386;Store 8;Project 2023_01;32396
139346;Store 12;Project 2022_03;8100
139346;Store 3;Project 2024_01;28896
139562;Store 16;Project 2024_01;13448
139380;Store 14;Project 2024_02;16632
139355;Store 16;Project 2022_02;14632
139577;Store 13;Project 2024_03;5816
139385;Store 7;Project 2022_03;4088
139618;Store 9;Project 2024_01;27264
139635;Store 12;Project 2023_02;3816
139467;Store 14;Project 2024_01;7232
139630;Store 1;Project 2024_02;2000
139569;Store 6;Project 2024_02;1500
139605;Store 12;Project 2023_03;500
139432;Store 11;Project 2023_02;600
139349;Store 10;Project 2023_01;400
139487;Store 14;Project 2024_02;400
139616;Store 1;Project 2024_01;300
139308;Store 3;Project 2023_01;500
139556;Store 2;Project 2023_03;2000
139580;Store 7;Project 2022_01;2500
139585;Store 8;Project 2024_03;3500
139329;Store 1;Project 2023_03;2000
139407;Store 7;Project 2024_03;1500
139472;Store 1;Project 2022_01;700
139343;Store 7;Project 2023_03;300
139589;Store 6;Project 2024_03;500
139380;Store 9;Project 2022_01;500
139541;Store 12;Project 2024_03;300
139604;Store 15;Project 2024_01;2200
139490;Store 14;Project 2023_03;500
139381;Store 7;Project 2022_01;2100
139444;Store 6;Project 2022_01;1000
139639;Store 5;Project 2024_02;300
139369;Store 3;Project 2023_01;400
139593;Store 15;Project 2023_01;800
139328;Store 8;Project 2024_01;2800
139615;Store 11;Project 2023_03;400
139492;Store 7;Project 2022_01;1700
139556;Store 13;Project 2024_01;300
139313;Store 6;Project 2023_02;300
139343;Store 7;Project 2023_02;250
139600;Store 15;Project 2024_01;400
139314;Store 12;Project 2022_03;2100
139582;Store 7;Project 2022_01;2200
139530;Store 6;Project 2022_03;2800
139591;Store 4;Project 2022_01;1700
139605;Store 16;Project 2022_01;1500
139581;Store 11;Project 2022_01;600
139558;Store 10;Project 2023_01;500
139442;Store 4;Project 2022_02;500
139524;Store 11;Project 2024_03;500
139353;Store 4;Project 2024_03;300
139495;Store 10;Project 2022_01;300
139372;Store 11;Project 2023_03;300
139501;Store 8;Project 2024_02;2300
139627;Store 8;Project 2023_01;1800
139441;Store 3;Project 2024_01;500
139596;Store 2;Project 2023_03;3000
139608;Store 8;Project 2022_02;400
139319;Store 2;Project 2022_02;800
139473;Store 13;Project 2023_03;400
139550;Store 10;Project 2024_02;400
139504;Store 10;Project 2024_01;300
139498;Store 3;Project 2023_02;500
139548;Store 12;Project 2024_03;500
139434;Store 12;Project 2024_01;450
139592;Store 1;Project 2023_01;700
139628;Store 9;Project 2024_01;3200
139359;Store 16;Project 2022_01;500
139612;Store 4;Project 2024_03;2500
139411;Store 5;Project 2022_01;500
139345;Store 7;Project 2023_01;500
139526;Store 7;Project 2022_03;200
139402;Store 3;Project 2023_02;3300
139308;Store 4;Project 2024_02;500
139352;Store 7;Project 2024_01;2700
139598;Store 13;Project 2024_03;400
139473;Store 16;Project 2023_03;300
139479;Store 4;Project 2023_02;300
139342;Store 7;Project 2022_02;300
139349;Store 4;Project 2023_01;1600
139491;Store 13;Project 2022_03;1700
139354;Store 7;Project 2024_02;2300
139593;Store 1;Project 2022_02;1300
139511;Store 13;Project 2023_03;1000
139537;Store 11;Project 2022_01;800
139543;Store 10;Project 2022_02;400
139482;Store 16;Project 2022_02;500
139635;Store 8;Project 2024_03;400
139415;Store 15;Project 2024_02;200
139466;Store 10;Project 2024_01;400
139555;Store 14;Project 2024_01;200
139300;Store 6;Project 2023_02;300
139444;Store 7;Project 2023_03;200
139431;Store 7;Project 2023_03;200
139304;Store 16;Project 2022_03;200
139612;Store 1;Project 2024_01;150
139454;Store 3;Project 2023_03;800
139558;Store 5;Project 2023_02;850
139426;Store 10;Project 2022_01;150
139334;Store 13;Project 2024_01;600
139599;Store 11;Project 2022_03;100
139576;Store 14;Project 2024_01;200
139415;Store 11;Project 2023_01;150
139494;Store 7;Project 2024_03;100
139620;Store 14;Project 2024_02;200
139594;Store 5;Project 2023_03;100
139629;Store 12;Project 2023_02;200
139532;Store 10;Project 2022_01;100
139584;Store 13;Project 2023_02;200
139358;Store 1;Project 2024_02;200
139489;Store 1;Project 2022_01;800
139457;Store 10;Project 2024_03;150
139599;Store 2;Project 2022_01;200
139324;Store 4;Project 2023_03;900
139485;Store 15;Project 2023_02;200
139392;Store 9;Project 2022_02;600
139629;Store 5;Project 2024_02;500
139569;Store 7;Project 2023_02;200
139470;Store 13;Project 2023_01;800
139362;Store 9;Project 2024_03;200
139456;Store 14;Project 2022_01;400
139411;Store 11;Project 2023_01;200
139403;Store 7;Project 2023_01;150
139347;Store 6;Project 2023_03;80
139530;Store 9;Project 2024_02;200
139605;Store 9;Project 2022_01;450
139543;Store 5;Project 2022_01;500
139402;Store 14;Project 2022_01;700
139433;Store 1;Project 2024_03;800
139549;Store 13;Project 2022_01;900
139429;Store 1;Project 2023_03;100
139469;Store 10;Project 2024_03;850
139591;Store 6;Project 2022_02;950
139487;Store 10;Project 2022_01;400
139386;Store 12;Project 2022_02;300
139517;Store 1;Project 2022_03;300
139380;Store 2;Project 2022_03;300
139550;Store 10;Project 2023_02;300
139583;Store 3;Project 2023_02;435
139565;Store 15;Project 2024_03;250
139626;Store 7;Project 2024_03;900
139329;Store 9;Project 2023_03;950
139567;Store 15;Project 2023_02;250
139516;Store 11;Project 2023_01;700
139417;Store 5;Project 2024_01;800
139303;Store 14;Project 2022_03;200
139338;Store 7;Project 2024_03;500
139627;Store 12;Project 2023_01;300
139584;Store 13;Project 2023_02;600
139435;Store 11;Project 2023_03;250
139587;Store 8;Project 2022_01;200
139424;Store 7;Project 2024_01;200
139337;Store 4;Project 2023_01;200
139459;Store 4;Project 2023_02;200
139599;Store 5;Project 2022_03;200
139545;Store 15;Project 2023_03;200
139424;Store 6;Project 2023_01;100
139498;Store 11;Project 2022_02;350
139533;Store 2;Project 2023_01;500
139556;Store 15;Project 2022_02;450
139400;Store 15;Project 2022_02;150
139530;Store 3;Project 2024_01;150
139540;Store 15;Project 2023_02;450
139475;Store 15;Project 2023_01;150
139304;Store 5;Project 2022_02;250
139528;Store 16;Project 2024_02;200
139583;Store 3;Project 2024_03;150
139374;Store 5;Project 2024_01;200
139533;Store 4;Project 2023_01;150
139642;Store 7;Project 2024_02;200
139546;Store 1;Project 2023_02;150
139311;Store 10;Project 2024_01;900
139391;Store 7;Project 2022_03;300
139467;Store 16;Project 2024_03;1200
139386;Store 6;Project 2024_03;1650
139526;Store 15;Project 2023_03;1200
139468;Store 3;Project 2024_02;750
139468;Store 15;Project 2023_03;750
139335;Store 3;Project 2024_01;500
139555;Store 11;Project 2024_02;500
139609;Store 9;Project 2024_02;500
139511;Store 14;Project 2024_03;500
139475;Store 15;Project 2023_02;500
139404;Store 16;Project 2024_02;200
139406;Store 8;Project 2023_03;700
139334;Store 14;Project 2022_01;600
139547;Store 2;Project 2024_02;300
139507;Store 3;Project 2024_03;450
139629;Store 15;Project 2023_03;1300
139323;Store 15;Project 2022_01;800
139403;Store 4;Project 2022_03;1600
139471;Store 6;Project 2023_03;100
139539;Store 8;Project 2022_03;1300
139598;Store 14;Project 2022_02;950
139540;Store 14;Project 2024_02;800
139637;Store 11;Project 2024_03;400
139593;Store 3;Project 2024_02;300
139617;Store 2;Project 2022_02;300
139416;Store 7;Project 2022_03;300
139516;Store 12;Project 2024_03;300
139507;Store 2;Project 2024_01;435
139523;Store 7;Project 2022_02;250
139405;Store 6;Project 2023_03;900
139594;Store 8;Project 2022_03;950
139388;Store 2;Project 2022_02;250
139505;Store 3;Project 2022_02;500
139418;Store 7;Project 2022_03;700
139440;Store 11;Project 2024_03;400
139599;Store 8;Project 2024_02;200
139481;Store 12;Project 2023_02;800
139537;Store 8;Project 2022_01;300
139530;Store 7;Project 2023_02;250
139330;Store 1;Project 2023_01;300
139522;Store 15;Project 2022_02;300
139513;Store 13;Project 2024_03;300
139396;Store 15;Project 2024_02;800
139395;Store 5;Project 2022_01;1200
139604;Store 5;Project 2024_01;750
139502;Store 7;Project 2023_02;1700
139601;Store 6;Project 2024_03;750
139525;Store 9;Project 2023_02;860
139590;Store 6;Project 2024_02;600
139467;Store 2;Project 2024_01;250
139465;Store 16;Project 2023_01;1000
139399;Store 4;Project 2022_03;150
139614;Store 2;Project 2023_03;400
139311;Store 15;Project 2022_01;200
139600;Store 16;Project 2023_01;2500
139485;Store 1;Project 2024_01;200
139534;Store 13;Project 2022_02;3000
139322;Store 6;Project 2023_02;500
139415;Store 1;Project 2023_03;2000
139421;Store 15;Project 2023_01;650
139471;Store 11;Project 2024_01;5500
139472;Store 16;Project 2022_02;300
139390;Store 10;Project 2023_03;6700
139305;Store 12;Project 2022_02;3000
139341;Store 4;Project 2023_01;12000
139398;Store 7;Project 2024_01;500
139553;Store 14;Project 2022_03;4000
139545;Store 6;Project 2024_01;4000
139412;Store 2;Project 2022_03;1000
139494;Store 11;Project 2024_02;800
139325;Store 16;Project 2023_02;800
139467;Store 14;Project 2024_03;1000
139414;Store 13;Project 2022_02;500
139349;Store 11;Project 2023_02;800
139492;Store 15;Project 2022_01;500
139541;Store 3;Project 2022_03;4000
139591;Store 2;Project 2023_02;300
139306;Store 12;Project 2023_02;1000
139421;Store 4;Project 2022_03;200
139494;Store 14;Project 2024_02;500
139308;Store 10;Project 2022_01;500
139591;Store 16;Project 2023_03;200
139535;Store 14;Project 2022_02;200
139441;Store 16;Project 2022_02;200
139521;Store 4;Project 2023_03;1500
139488;Store 8;Project 2024_03;1700
139551;Store 4;Project 2024_02;500
139567;Store 3;Project 2024_02;1800
139571;Store 11;Project 2022_03;500
139345;Store 1;Project 2023_02;850
139352;Store 13;Project 2022_02;700
139356;Store 14;Project 2023_02;200
139522;Store 5;Project 2024_02;500
139616;Store 1;Project 2023_02;150
139499;Store 15;Project 2022_02;200
139374;Store 2;Project 2024_03;300
139605;Store 16;Project 2024_02;200
139464;Store 6;Project 2024_01;150
139618;Store 11;Project 2022_01;150
139402;Store 5;Project 2022_02;500
139574;Store 4;Project 2023_01;150
139386;Store 14;Project 2022_03;150
139515;Store 5;Project 2022_03;150
139637;Store 5;Project 2022_02;2500
139502;Store 9;Project 2023_01;1500
139608;Store 14;Project 2024_03;800
139552;Store 9;Project 2024_01;4000
139362;Store 14;Project 2022_01;600
139351;Store 6;Project 2022_01;800
139365;Store 2;Project 2024_03;1700
139435;Store 9;Project 2024_01;800
139438;Store 2;Project 2023_03;1100
139456;Store 14;Project 2022_01;1400
139324;Store 6;Project 2024_02;300
139607;Store 6;Project 2024_01;800
139457;Store 3;Project 2022_02;300
139603;Store 7;Project 2022_02;500
139438;Store 3;Project 2024_03;450
139564;Store 4;Project 2022_02;500
139509;Store 11;Project 2022_01;500
139464;Store 11;Project 2023_01;2500
139444;Store 4;Project 2022_02;500
139410;Store 2;Project 2022_02;250
139640;Store 12;Project 2022_03;800
139591;Store 12;Project 2022_03;350
139576;Store 9;Project 2023_03;250
139612;Store 14;Project 2023_03;400
139350;Store 13;Project 2024_01;800
139477;Store 13;Project 2024_03;400
139435;Store 14;Project 2024_02;300
139459;Store 11;Project 2023_01;500
139415;Store 8;Project 2023_02;300
139524;Store 4;Project 2024_03;300
139409;Store 5;Project 2023_01;300
139447;Store 11;Project 2023_03;800
139570;Store 16;Project 2022_02;200
139640;Store 8;Project 2023_01;200
139505;Store 2;Project 2022_02;500
139426;Store 5;Project 2023_01;200
139605;Store 16;Project 2024_02;500
139361;Store 6;Project 2023_02;200
139523;Store 8;Project 2022_01;200
139466;Store 6;Project 2024_01;200
139605;Store 4;Project 2023_02;3000
139634;Store 10;Project 2023_03;3800
139588;Store 5;Project 2023_01;500
139473;Store 3;Project 2022_01;6000
139381;Store 4;Project 2024_03;800
139570;Store 16;Project 2022_01;800
139430;Store 12;Project 2022_03;2000
139474;Store 2;Project 2023_02;150
139589;Store 14;Project 2022_01;500
139561;Store 8;Project 2024_02;150
139573;Store 2;Project 2023_03;450
139622;Store 4;Project 2024_02;150
139434;Store 16;Project 2023_03;300
139312;Store 12;Project 2022_02;150
139454;Store 14;Project 2024_02;500
139582;Store 14;Project 2023_02;150
139621;Store 14;Project 2023_03;300
139629;Store 5;Project 2024_01;400
139381;Store 3;Project 2023_03;400
139406;Store 1;Project 2024_02;350
139562;Store 16;Project 2022_01;150
139436;Store 9;Project 2022_03;150
139347;Store 5;Project 2022_03;150
139492;Store 14;Project 2023_03;150
139547;Store 8;Project 2022_01;150
139600;Store 10;Project 2022_03;150
139330;Store 8;Project 2024_03;150
139308;Store 6;Project 2022_01;150
139566;Store 3;Project 2024_01;150
139404;Store 2;Project 2024_03;300
139387;Store 13;Project 2024_03;400
139315;Store 2;Project 2023_03;300
139365;Store 8;Project 2024_01;400
139565;Store 4;Project 2024_03;400
139470;Store 8;Project 2023_01;350
139466;Store 11;Project 2024_01;250
139525;Store 1;Project 2024_03;150
139549;Store 8;Project 2022_02;150
139543;Store 8;Project 2024_02;300
139384;Store 14;Project 2022_01;200
139333;Store 10;Project 2024_01;150
139584;Store 9;Project 2022_02;150
139454;Store 5;Project 2023_01;400
139591;Store 11;Project 2023_01;300
139415;Store 13;Project 2023_02;350
139623;Store 14;Project 2022_01;2400
139537;Store 5;Project 2024_03;150
139503;Store 1;Project 2023_02;2200
139527;Store 11;Project 2022_02;150
139340;Store 9;Project 2022_01;2800
139352;Store 9;Project 2023_01;150
139633;Store 14;Project 2024_03;1800
139346;Store 3;Project 2024_01;150
139307;Store 2;Project 2024_03;150
139629;Store 16;Project 2024_02;150
139397;Store 3;Project 2024_01;150
139565;Store 2;Project 2024_03;150
139639;Store 16;Project 2023_03;150
139534;Store 2;Project 2022_03;1000
139517;Store 13;Project 2023_01;800
139312;Store 1;Project 2022_02;2000
139629;Store 11;Project 2022_03;600
139451;Store 13;Project 2022_02;1500
139545;Store 10;Project 2023_01;500
139361;Store 8;Project 2023_02;1500
139366;Store 11;Project 2022_03;500
139636;Store 9;Project 2022_03;400
139490;Store 9;Project 2023_03;400
139323;Store 9;Project 2023_03;350
139445;Store 2;Project 2023_01;500
139442;Store 7;Project 2023_01;350
139567;Store 8;Project 2023_02;500
139306;Store 5;Project 2023_01;350
139500;Store 5;Project 2024_02;300
139569;Store 14;Project 2023_01;650
139480;Store 6;Project 2022_03;550
139625;Store 12;Project 2023_01;350
139524;Store 14;Project 2023_01;2100
139339;Store 12;Project 2024_03;1700
139609;Store 16;Project 2024_03;500
139576;Store 2;Project 2024_02;1700
139550;Store 9;Project 2022_03;400
139476;Store 16;Project 2024_01;400
139451;Store 9;Project 2023_03;400
139616;Store 3;Project 2023_02;300
139474;Store 3;Project 2023_01;1000
139374;Store 16;Project 2024_01;350
139544;Store 8;Project 2022_03;600
139408;Store 16;Project 2022_03;500
139566;Store 16;Project 2024_03;400
139629;Store 12;Project 2024_01;300
139328;Store 11;Project 2023_03;300
139634;Store 3;Project 2024_02;800
139412;Store 5;Project 2024_02;650
139333;Store 1;Project 2023_01;350
139348;Store 15;Project 2022_01;2500
139304;Store 1;Project 2023_01;1900
139338;Store 5;Project 2024_01;400
139635;Store 2;Project 2022_02;2000
139301;Store 14;Project 2024_02;300
139472;Store 14;Project 2024_01;650
