Order number;ETD Initial;ETD Updated;GTIN13;No BU;store number;Ordered Quantity;TEU;lat,long;no ship
19106;03/03/2023;;139839;1;Store 1;72;0;;CMA3538
19106;03/03/2023;;139436;1;Store 1;45;0;;CMA3538
19106;03/03/2023;;139933;1;Store 1;22;0;;CMA3538
19106;03/03/2023;;139924;1;Store 1;33;0;;CMA3538
19106;03/03/2023;;139659;1;Store 1;57;0;;CMA3538
19106;03/03/2023;;139415;1;Store 1;50;0;;CMA3538
13324;20/01/2023;;139932;1;Store 1;49;0;;CMA3538
13324;20/01/2023;;139596;1;Store 1;38;0;;CMA3538
13324;20/01/2023;;139370;1;Store 1;35;0;;CMA3538
13324;20/01/2023;;139805;1;Store 1;94;0;;CMA3538
13324;20/01/2023;;139580;1;Store 1;39;0;;CMA3538
13324;20/01/2023;;139938;1;Store 1;64;0;;CMA3538
13324;20/01/2023;;139821;1;Store 1;32;0;;CMA3538
13324;20/01/2023;;139491;1;Store 1;80;0;;CMA3538
13324;20/01/2023;;139644;1;Store 1;65;0;;CMA3538
13324;20/01/2023;;139446;1;Store 1;62;0;;CMA3538
13282;20/01/2023;20/01/2023;139517;1;Store 1;48;0.3852108433734939;;CMA3539
13282;20/01/2023;20/01/2023;139690;1;Store 1;74;0.17608433734939757;;CMA3539
13282;20/01/2023;20/01/2023;139397;1;Store 1;68;0.7113253012048192;;CMA3539
13282;20/01/2023;20/01/2023;139779;1;Store 1;87;0.07614457831325301;;CMA3539
13282;20/01/2023;20/01/2023;139761;1;Store 1;56;0.17683734939759035;;CMA3539
13282;20/01/2023;20/01/2023;139839;1;Store 1;82;0.16759036144578313;;CMA3539
13282;20/01/2023;20/01/2023;139568;1;Store 1;61;0.16400602409638554;;CMA3539
13282;20/01/2023;20/01/2023;139471;1;Store 1;62;0.24385542168674698;;CMA3539
13282;20/01/2023;20/01/2023;139893;1;Store 1;73;0.2025903614457831;;CMA3539
13282;20/01/2023;20/01/2023;139599;1;Store 1;42;0.19355421686746987;;CMA3539
12047;20/01/2023;20/01/2023;139867;1;Store 1;19;0.7807228915662651;;CMA3536
12047;20/01/2023;20/01/2023;139468;1;Store 1;86;0.19216867469879517;;CMA3536
12047;20/01/2023;20/01/2023;139908;1;Store 1;99;0.377078313253012;;CMA3536
12047;20/01/2023;20/01/2023;139499;1;Store 1;89;0.10602409638554217;;CMA3536
12047;20/01/2023;20/01/2023;139463;1;Store 1;78;0.6918072289156626;;CMA3536
12047;20/01/2023;20/01/2023;139635;1;Store 1;79;0.5398192771084337;;CMA3536
12047;20/01/2023;20/01/2023;139516;1;Store 1;88;0.06385542168674699;;CMA3536
12047;20/01/2023;20/01/2023;139575;1;Store 1;40;0.23216867469879518;;CMA3536
12047;20/01/2023;20/01/2023;139326;1;Store 1;54;0.2942168674698795;;CMA3536
12047;20/01/2023;20/01/2023;139529;1;Store 1;12;0.19801204819277107;;CMA3536
12047;20/01/2023;20/01/2023;139647;1;Store 1;74;0.7972590361445783;;CMA3536
12047;20/01/2023;20/01/2023;139515;1;Store 1;36;0.23957831325301202;;CMA3536
12047;20/01/2023;20/01/2023;139396;1;Store 1;74;0.1333734939759036;;CMA3536
12047;20/01/2023;20/01/2023;139760;1;Store 1;34;0.1269277108433735;;CMA3536
12047;20/01/2023;20/01/2023;139639;1;Store 1;39;0.07048192771084337;;CMA3536
12047;20/01/2023;20/01/2023;139530;1;Store 1;91;0.0736144578313253;;CMA3536
12047;20/01/2023;20/01/2023;139873;1;Store 1;35;0.1391566265060241;;CMA3536
12047;20/01/2023;20/01/2023;139923;1;Store 1;83;0.08343373493975903;;CMA3536
12047;20/01/2023;20/01/2023;139497;1;Store 1;98;0.13945783132530118;;CMA3536
12047;20/01/2023;20/01/2023;139458;1;Store 1;13;0.03367469879518072;;CMA3536
10909;20/01/2023;20/01/2023;139847;1;Store 1;70;0.9032530120481926;;CMA3536
10909;20/01/2023;20/01/2023;139693;1;Store 1;98;0.4283132530120482;;CMA3536
10909;20/01/2023;20/01/2023;139491;1;Store 1;73;1.6004819277108433;;CMA3536
10909;20/01/2023;20/01/2023;139510;1;Store 1;94;0.19036144578313252;;CMA3536
10909;20/01/2023;20/01/2023;139896;1;Store 1;65;0.3164457831325301;;CMA3536
10909;20/01/2023;20/01/2023;139751;1;Store 1;83;0.5865662650602409;;CMA3536
10909;20/01/2023;20/01/2023;139747;1;Store 1;19;0.5765060240963855;;CMA3536
10909;20/01/2023;20/01/2023;139556;1;Store 1;86;0.5806626506024095;;CMA3536
12101;03/03/2023;03/03/2023;139599;1;Store 1;11;0.3099397590361445;;CMA3536
12101;03/03/2023;03/03/2023;139427;1;Store 1;97;0.17132530120481926;;CMA3536
12101;03/03/2023;03/03/2023;139805;1;Store 1;22;0.5137349397590362;;CMA3536
12101;03/03/2023;03/03/2023;139635;1;Store 1;15;0.11897590361445783;;CMA3536
12101;03/03/2023;03/03/2023;139735;1;Store 1;67;0.37228915662650597;;CMA3536
12101;03/03/2023;03/03/2023;139796;1;Store 1;19;0.25783132530120484;;CMA3536
12101;03/03/2023;03/03/2023;139431;1;Store 1;24;0.19879518072289154;;CMA3536
12101;03/03/2023;03/03/2023;139467;1;Store 1;99;0.6096385542168674;;CMA3536
12101;03/03/2023;03/03/2023;139698;1;Store 1;49;0.19355421686746987;;CMA3536
13960;20/01/2023;20/01/2023;139447;1;Store 1;69;0.23024096385542167;;CMA3537
13960;20/01/2023;20/01/2023;139316;1;Store 1;32;0.2141566265060241;;CMA3537
13960;20/01/2023;20/01/2023;139792;1;Store 1;11;1.007710843373494;;CMA3537
13960;20/01/2023;20/01/2023;139937;1;Store 1;70;0.1951204819277108;;CMA3537
13960;20/01/2023;20/01/2023;139450;1;Store 1;40;0.08376506024096385;;CMA3537
13960;20/01/2023;20/01/2023;139692;1;Store 1;88;0.27716867469879514;;CMA3537
13960;20/01/2023;20/01/2023;139866;1;Store 1;75;0.47213855421686746;;CMA3537
13960;20/01/2023;20/01/2023;139535;1;Store 1;41;0.5486746987951807;;CMA3537
13960;20/01/2023;20/01/2023;139900;1;Store 1;52;0.3038855421686747;;CMA3537
13960;20/01/2023;20/01/2023;139409;1;Store 1;39;0.4516265060240963;;CMA3537
19002;20/01/2023;20/01/2023;139931;1;Store 1;43;0.42506024096385536;;CMA3535
19002;20/01/2023;20/01/2023;139908;1;Store 1;44;0.1427710843373494;;CMA3535
19002;20/01/2023;20/01/2023;139805;1;Store 1;47;0.7113253012048192;;CMA3535
19002;20/01/2023;20/01/2023;139494;1;Store 1;70;0.11897590361445783;;CMA3535
19002;20/01/2023;20/01/2023;139600;1;Store 1;61;0.25129518072289153;;CMA3535
19002;20/01/2023;20/01/2023;139378;1;Store 1;59;0.14180722891566264;;CMA3535
19002;20/01/2023;20/01/2023;139721;1;Store 1;56;0.19879518072289154;;CMA3535
19002;20/01/2023;20/01/2023;139871;1;Store 1;46;0.48771084337349396;;CMA3535
19002;20/01/2023;20/01/2023;139460;1;Store 1;12;0.29033132530120476;;CMA3535
19815;20/01/2023;20/01/2023;139819;1;Store 1;87;0.22138554216867468;;CMA3535
19815;20/01/2023;20/01/2023;139561;1;Store 1;37;0.33313253012048194;;CMA3535
19815;20/01/2023;20/01/2023;139841;1;Store 1;30;0.9484337349397589;;CMA3535
19815;20/01/2023;20/01/2023;139859;1;Store 1;16;0.07614457831325301;;CMA3535
19815;20/01/2023;20/01/2023;139843;1;Store 1;58;0.3350602409638554;;CMA3535
19815;20/01/2023;20/01/2023;139627;1;Store 1;21;0.19981927710843372;;CMA3535
19815;20/01/2023;20/01/2023;139682;1;Store 1;93;0.8349397590361445;;CMA3535
19815;20/01/2023;20/01/2023;139350;1;Store 1;89;0.24385542168674698;;CMA3535
19815;20/01/2023;20/01/2023;139423;1;Store 1;99;0.10129518072289155;;CMA3535
19815;20/01/2023;20/01/2023;139462;1;Store 1;55;0.19355421686746987;;CMA3535
17916;20/01/2023;20/01/2023;139429;1;Store 1;89;0.8855421686746987;;CMA3535
17916;20/01/2023;20/01/2023;139642;1;Store 1;93;0.4283132530120482;;CMA3535
17916;20/01/2023;20/01/2023;139656;1;Store 1;93;1.3831325301204818;;CMA3535
17916;20/01/2023;20/01/2023;139627;1;Store 1;58;0.23795180722891565;;CMA3535
17916;20/01/2023;20/01/2023;139547;1;Store 1;55;0.5677409638554216;;CMA3535
17916;20/01/2023;20/01/2023;139412;1;Store 1;53;0.33518072289156625;;CMA3535
17916;20/01/2023;20/01/2023;139667;1;Store 1;76;0.3677710843373494;;CMA3535
17916;20/01/2023;20/01/2023;139409;1;Store 1;83;0.7925301204819277;;CMA3535
17916;20/01/2023;20/01/2023;139559;1;Store 1;54;0.5064759036144578;;CMA3535
17916;20/01/2023;20/01/2023;139383;1;Store 1;87;0.38710843373493975;;CMA3535
14542;03/03/2023;03/03/2023;139460;1;Store 1;24;0.09740963855421686;;CMA3536
14542;03/03/2023;03/03/2023;139410;1;Store 1;69;0.13801204819277108;;CMA3536
14542;03/03/2023;03/03/2023;139818;1;Store 1;46;0.5137349397590362;;CMA3536
14542;03/03/2023;03/03/2023;139529;1;Store 1;84;0.042831325301204815;;CMA3536
14542;03/03/2023;03/03/2023;139878;1;Store 1;61;0.11168674698795181;;CMA3536
14542;03/03/2023;03/03/2023;139475;1;Store 1;31;0.0966867469879518;;CMA3536
14542;03/03/2023;03/03/2023;139820;1;Store 1;28;0.4125;;CMA3536
14542;03/03/2023;03/03/2023;139508;1;Store 1;40;0.15240963855421685;;CMA3536
14542;03/03/2023;03/03/2023;139798;1;Store 1;52;0.0675301204819277;;CMA3536
14542;03/03/2023;03/03/2023;139451;1;Store 1;84;0.06451807228915662;;CMA3536
15040;03/03/2023;03/03/2023;139722;1;Store 1;73;0.03903614457831325;;CMA3532
15040;03/03/2023;03/03/2023;139617;1;Store 1;94;0.08385542168674698;;CMA3532
15040;03/03/2023;03/03/2023;139633;1;Store 1;35;0.1339156626506024;;CMA3532
15040;03/03/2023;03/03/2023;139474;1;Store 1;57;0.03975903614457831;;CMA3532
15040;03/03/2023;03/03/2023;139310;1;Store 1;24;0.25942771084337346;;CMA3532
15040;03/03/2023;03/03/2023;139940;1;Store 1;30;0.1939156626506024;;CMA3532
15040;03/03/2023;03/03/2023;139925;1;Store 1;72;0.027138554216867467;;CMA3532
15040;03/03/2023;03/03/2023;139637;1;Store 1;49;0.037048192771084336;;CMA3532
15040;03/03/2023;03/03/2023;139681;1;Store 1;65;0.02120481927710843;;CMA3532
15040;03/03/2023;03/03/2023;139523;1;Store 1;53;0.07295180722891566;;CMA3532
15040;03/03/2023;03/03/2023;139760;1;Store 1;46;0.2970180722891566;;CMA3532
15040;03/03/2023;03/03/2023;139633;1;Store 1;88;0.09349397590361445;;CMA3532
15040;03/03/2023;03/03/2023;139467;1;Store 1;26;0.03740963855421686;;CMA3532
15040;03/03/2023;03/03/2023;139396;1;Store 1;42;0.05180722891566265;;CMA3532
15040;03/03/2023;03/03/2023;139844;1;Store 1;53;0.024397590361445783;;CMA3532
15040;03/03/2023;03/03/2023;139775;1;Store 1;96;0.02548192771084337;;CMA3532
15040;03/03/2023;03/03/2023;139346;1;Store 1;10;0.054819277108433734;;CMA3532
15040;03/03/2023;03/03/2023;139791;1;Store 1;23;0.041716867469879515;;CMA3532
15040;03/03/2023;03/03/2023;139402;1;Store 1;73;0.13945783132530118;;CMA3532
15040;03/03/2023;03/03/2023;139508;1;Store 1;52;0.014246987951807228;;CMA3532
15446;03/03/2023;03/03/2023;139519;19;Store 19;96;0.7319277108433735;;CMA3538
15446;03/03/2023;03/03/2023;139715;19;Store 19;19;0.2480722891566265;;CMA3538
15446;03/03/2023;03/03/2023;139718;19;Store 19;34;0.3171686746987951;;CMA3538
15446;03/03/2023;03/03/2023;139637;19;Store 19;53;0.13584337349397588;;CMA3538
15446;03/03/2023;03/03/2023;139327;19;Store 19;36;0.2036746987951807;;CMA3538
15446;03/03/2023;03/03/2023;139721;19;Store 19;86;0.4413253012048192;;CMA3538
15446;03/03/2023;03/03/2023;139861;19;Store 19;49;0.3563855421686747;;CMA3538
15446;03/03/2023;03/03/2023;139501;19;Store 19;49;0.28078313253012044;;CMA3538
15446;03/03/2023;03/03/2023;139842;19;Store 19;45;0.3556626506024096;;CMA3538
15446;03/03/2023;03/03/2023;139608;19;Store 19;99;0.07981927710843373;;CMA3538
15446;03/03/2023;03/03/2023;139690;19;Store 19;64;0.4901807228915662;;CMA3538
15446;03/03/2023;03/03/2023;139719;19;Store 19;18;0.6566265060240963;;CMA3538
15446;03/03/2023;03/03/2023;139649;19;Store 19;77;0.09385542168674699;;CMA3538
15446;03/03/2023;03/03/2023;139633;19;Store 19;42;0.4374397590361445;;CMA3538
15446;03/03/2023;03/03/2023;139330;19;Store 19;30;0.07951807228915662;;CMA3538
15446;03/03/2023;03/03/2023;139764;19;Store 19;22;0.13027108433734938;;CMA3538
15446;03/03/2023;03/03/2023;139457;19;Store 19;72;0.12246987951807227;;CMA3538
15446;03/03/2023;03/03/2023;139859;19;Store 19;34;1.1033132530120482;;CMA3538
15446;03/03/2023;03/03/2023;139889;19;Store 19;82;0.08765060240963855;;CMA3538
15446;03/03/2023;03/03/2023;139764;19;Store 19;37;0.022771084337349395;;CMA3538
15446;03/03/2023;03/03/2023;139487;19;Store 19;39;0.36578313253012046;;CMA3538
15446;03/03/2023;03/03/2023;139647;19;Store 19;37;0.3714156626506024;;CMA3538
12879;20/01/2023;20/01/2023;139586;19;Store 19;35;0.5465060240963855;;CMA3535
12879;20/01/2023;20/01/2023;139372;19;Store 19;19;0.24108433734939755;;CMA3535
12879;20/01/2023;20/01/2023;139856;19;Store 19;24;0.3171686746987951;;CMA3535
12879;20/01/2023;20/01/2023;139475;19;Store 19;38;0.1391566265060241;;CMA3535
12879;20/01/2023;20/01/2023;139932;19;Store 19;61;0.1461144578313253;;CMA3535
12879;20/01/2023;20/01/2023;139326;19;Store 19;64;0.4413253012048192;;CMA3535
12879;20/01/2023;20/01/2023;139637;19;Store 19;95;0.4087951807228915;;CMA3535
12879;20/01/2023;20/01/2023;139690;19;Store 19;86;0.2855421686746988;;CMA3535
12879;20/01/2023;20/01/2023;139370;19;Store 19;85;0.3951807228915662;;CMA3535
12879;20/01/2023;20/01/2023;139449;19;Store 19;90;0.07981927710843373;;CMA3535
12879;20/01/2023;20/01/2023;139527;19;Store 19;64;0.4901807228915662;;CMA3535
12879;20/01/2023;20/01/2023;139724;19;Store 19;77;0.6656626506024096;;CMA3535
12879;20/01/2023;20/01/2023;139832;19;Store 19;89;0.09385542168674699;;CMA3535
12879;20/01/2023;20/01/2023;139748;19;Store 19;99;0.4374397590361445;;CMA3535
12879;20/01/2023;20/01/2023;139709;19;Store 19;86;0.07951807228915662;;CMA3535
12879;20/01/2023;20/01/2023;139891;19;Store 19;46;0.13027108433734938;;CMA3535
12879;20/01/2023;20/01/2023;139487;19;Store 19;40;0.12246987951807227;;CMA3535
12879;20/01/2023;20/01/2023;139462;19;Store 19;14;0.9194277108433734;;CMA3535
12879;20/01/2023;20/01/2023;139375;19;Store 19;42;0.10942771084337348;;CMA3535
12879;20/01/2023;20/01/2023;139422;19;Store 19;47;0.0905722891566265;;CMA3535
12879;20/01/2023;20/01/2023;139864;19;Store 19;14;0.022771084337349395;;CMA3535
12879;20/01/2023;20/01/2023;139918;19;Store 19;29;0.42674698795180716;;CMA3535
12879;20/01/2023;20/01/2023;139677;19;Store 19;47;0.4051807228915662;;CMA3535
12879;20/01/2023;20/01/2023;139612;19;Store 19;17;0.08132530120481928;;CMA3535
12879;20/01/2023;20/01/2023;139491;19;Store 19;76;0.02831325301204819;;CMA3535
12879;20/01/2023;20/01/2023;139341;19;Store 19;81;0.012951807228915662;;CMA3535
14564;20/01/2023;20/01/2023;139521;5;Store 5;47;0.1341867469879518;;CMA3538
14564;20/01/2023;20/01/2023;139783;5;Store 5;33;0.024457831325301205;;CMA3538
14564;20/01/2023;20/01/2023;139396;5;Store 5;98;0.0986746987951807;;CMA3538
14564;20/01/2023;20/01/2023;139634;5;Store 5;67;0.016566265060240965;;CMA3538
14564;20/01/2023;20/01/2023;139504;5;Store 5;71;0.08412650602409638;;CMA3538
14564;20/01/2023;20/01/2023;139683;5;Store 5;33;0.22662650602409637;;CMA3538
14564;20/01/2023;20/01/2023;139444;5;Store 5;34;0.10481927710843372;;CMA3538
14564;20/01/2023;20/01/2023;139659;5;Store 5;96;0.19036144578313252;;CMA3538
14564;20/01/2023;20/01/2023;139943;5;Store 5;30;0.45445783132530115;;CMA3538
14564;20/01/2023;20/01/2023;139361;5;Store 5;77;0.0015963855421686746;;CMA3538
14564;20/01/2023;20/01/2023;139857;5;Store 5;11;0.1427710843373494;;CMA3538
14564;20/01/2023;20/01/2023;139741;5;Store 5;89;0.04518072289156626;;CMA3538
14564;20/01/2023;20/01/2023;139333;5;Store 5;98;0.09632530120481926;;CMA3538
14564;20/01/2023;20/01/2023;139791;5;Store 5;18;0.4374397590361445;;CMA3538
14564;20/01/2023;20/01/2023;139456;5;Store 5;75;0.013192771084337349;;CMA3538
14564;20/01/2023;20/01/2023;139873;5;Store 5;76;0.13027108433734938;;CMA3538
14564;20/01/2023;20/01/2023;139340;5;Store 5;91;0.12891566265060242;;CMA3538
14564;20/01/2023;20/01/2023;139578;5;Store 5;32;0.6460843373493975;;CMA3538
14564;20/01/2023;20/01/2023;139552;5;Store 5;90;0.7972590361445783;;CMA3538
14564;20/01/2023;20/01/2023;139340;5;Store 5;60;0.04382530120481928;;CMA3538
14564;20/01/2023;20/01/2023;139817;5;Store 5;97;0.024397590361445783;;CMA3538
14564;20/01/2023;20/01/2023;139828;5;Store 5;32;0.010361445783132528;;CMA3538
14564;20/01/2023;20/01/2023;139547;5;Store 5;81;0.3048192771084337;;CMA3538
14564;20/01/2023;20/01/2023;139436;5;Store 5;18;0.911656626506024;;CMA3538
14564;20/01/2023;20/01/2023;139720;5;Store 5;57;0.1355421686746988;;CMA3538
14564;20/01/2023;20/01/2023;139548;5;Store 5;90;0.014156626506024094;;CMA3538
14564;20/01/2023;20/01/2023;139791;5;Store 5;42;0.02108433734939759;;CMA3538
14564;20/01/2023;20/01/2023;139810;5;Store 5;17;0.5006024096385542;;CMA3538
14564;20/01/2023;20/01/2023;139644;5;Store 5;60;0.006475903614457831;;CMA3538
14564;20/01/2023;20/01/2023;139862;5;Store 5;44;1.7419879518072288;;CMA3538
17069;03/03/2023;;139663;5;Store 5;31;0;;CMA3534
17069;03/03/2023;;139484;5;Store 5;16;0;;CMA3534
17069;03/03/2023;;139584;5;Store 5;29;0;;CMA3534
17069;03/03/2023;;139615;5;Store 5;73;0;;CMA3534
17069;03/03/2023;;139313;5;Store 5;95;0;;CMA3534
17069;03/03/2023;;139348;5;Store 5;53;0;;CMA3534
17069;03/03/2023;;139482;5;Store 5;58;0;;CMA3534
17069;03/03/2023;;139709;5;Store 5;77;0;;CMA3534
17069;03/03/2023;;139865;5;Store 5;92;0;;CMA3534
17069;03/03/2023;;139573;5;Store 5;76;0;;CMA3534
17069;03/03/2023;;139901;5;Store 5;64;0;;CMA3534
17069;03/03/2023;;139557;5;Store 5;24;0;;CMA3534
17069;03/03/2023;;139359;5;Store 5;94;0;;CMA3534
17069;03/03/2023;;139746;5;Store 5;77;0;;CMA3534
17069;03/03/2023;;139471;5;Store 5;28;0;;CMA3534
17069;03/03/2023;;139834;5;Store 5;87;0;;CMA3534
17069;03/03/2023;;139458;5;Store 5;12;0;;CMA3534
17069;03/03/2023;;139303;5;Store 5;36;0;;CMA3534
17069;03/03/2023;;139889;5;Store 5;25;0;;CMA3534
17069;03/03/2023;;139326;5;Store 5;38;0;;CMA3534
17069;03/03/2023;;139837;5;Store 5;84;0;;CMA3534
17069;03/03/2023;;139905;5;Store 5;61;0;;CMA3534
17069;03/03/2023;;139827;5;Store 5;20;0;;CMA3534
10858;03/03/2023;03/03/2023;139573;5;Store 5;94;0.3952409638554216;;CMA3536
10858;03/03/2023;03/03/2023;139749;5;Store 5;31;0.027951807228915663;;CMA3536
10858;03/03/2023;03/03/2023;139926;5;Store 5;35;0.12686746987951805;;CMA3536
10858;03/03/2023;03/03/2023;139617;5;Store 5;70;0.006626506024096385;;CMA3536
10858;03/03/2023;03/03/2023;139777;5;Store 5;98;0.11954819277108432;;CMA3536
10858;03/03/2023;03/03/2023;139556;5;Store 5;58;0.2564457831325301;;CMA3536
10858;03/03/2023;03/03/2023;139376;5;Store 5;76;0.08909638554216867;;CMA3536
10858;03/03/2023;03/03/2023;139786;5;Store 5;91;0.2141566265060241;;CMA3536
10858;03/03/2023;03/03/2023;139567;5;Store 5;15;0.0031927710843373492;;CMA3536
10858;03/03/2023;03/03/2023;139401;5;Store 5;29;0.1427710843373494;;CMA3536
10858;03/03/2023;03/03/2023;139841;5;Store 5;25;0.027108433734939756;;CMA3536
10858;03/03/2023;03/03/2023;139312;5;Store 5;84;0.34436746987951805;;CMA3536
10858;03/03/2023;03/03/2023;139636;5;Store 5;63;0.005301204819277107;;CMA3536
10858;03/03/2023;03/03/2023;139910;5;Store 5;67;0.13548192771084336;;CMA3536
10858;03/03/2023;03/03/2023;139568;5;Store 5;46;0.161144578313253;;CMA3536
10858;03/03/2023;03/03/2023;139513;5;Store 5;92;0.4373493975903614;;CMA3536
10858;03/03/2023;03/03/2023;139326;5;Store 5;36;0.844156626506024;;CMA3536
10858;03/03/2023;03/03/2023;139836;5;Store 5;19;0.2439759036144578;;CMA3536
16004;20/01/2023;20/01/2023;139596;5;Store 5;99;0.30496987951807225;;CMA3536
16004;20/01/2023;20/01/2023;139473;5;Store 5;36;0.04192771084337349;;CMA3536
16004;20/01/2023;20/01/2023;139569;5;Store 5;32;0.2079216867469879;;CMA3536
16004;20/01/2023;20/01/2023;139353;5;Store 5;27;0.016566265060240965;;CMA3536
16004;20/01/2023;20/01/2023;139474;5;Store 5;22;0.23909638554216864;;CMA3536
16004;20/01/2023;20/01/2023;139318;5;Store 5;23;0.495;;CMA3536
16004;20/01/2023;20/01/2023;139725;5;Store 5;89;0.1467469879518072;;CMA3536
16004;20/01/2023;20/01/2023;139890;5;Store 5;17;0.4140361445783132;;CMA3536
16004;20/01/2023;20/01/2023;139306;5;Store 5;85;0.0063855421686746985;;CMA3536
16004;20/01/2023;20/01/2023;139604;5;Store 5;58;0.27602409638554215;;CMA3536
16004;20/01/2023;20/01/2023;139472;5;Store 5;30;0.05722891566265059;;CMA3536
16004;20/01/2023;20/01/2023;139336;5;Store 5;14;0.5677409638554216;;CMA3536
16004;20/01/2023;20/01/2023;139336;5;Store 5;83;0.007951807228915662;;CMA3536
16004;20/01/2023;20/01/2023;139307;5;Store 5;24;0.26575301204819274;;CMA3536
16004;20/01/2023;20/01/2023;139434;5;Store 5;16;0.26427710843373486;;CMA3536
16004;20/01/2023;20/01/2023;139632;5;Store 5;82;0.9939759036144578;;CMA3536
16004;20/01/2023;20/01/2023;139545;5;Store 5;64;1.0473795180722891;;CMA3536
16004;20/01/2023;20/01/2023;139763;5;Store 5;13;0.22771084337349395;;CMA3536
10881;20/01/2023;20/01/2023;139488;5;Store 5;14;0.5025903614457831;;CMA3533
10881;20/01/2023;20/01/2023;139440;5;Store 5;30;0.10481927710843372;;CMA3533
10881;20/01/2023;20/01/2023;139911;5;Store 5;20;0.3876506024096385;;CMA3533
10881;20/01/2023;20/01/2023;139884;5;Store 5;55;0.0430722891566265;;CMA3533
10881;20/01/2023;20/01/2023;139908;5;Store 5;75;0.4029216867469879;;CMA3533
10881;20/01/2023;20/01/2023;139884;5;Store 5;95;0.7961746987951807;;CMA3533
10881;20/01/2023;20/01/2023;139396;5;Store 5;99;0.26728915662650604;;CMA3533
10881;20/01/2023;20/01/2023;139406;5;Store 5;74;0.6710240963855421;;CMA3533
10881;20/01/2023;20/01/2023;139925;5;Store 5;75;0.01756024096385542;;CMA3533
10881;20/01/2023;20/01/2023;139697;5;Store 5;98;0.4521084337349397;;CMA3533
10881;20/01/2023;20/01/2023;139811;5;Store 5;90;0.1355421686746988;;CMA3533
10881;20/01/2023;20/01/2023;139514;5;Store 5;11;0.7724999999999999;;CMA3533
10881;20/01/2023;20/01/2023;139454;5;Store 5;12;0.02120481927710843;;CMA3533
10881;20/01/2023;20/01/2023;139796;5;Store 5;33;0.43249999999999994;;CMA3533
10881;20/01/2023;20/01/2023;139375;5;Store 5;13;0.42542168674698794;;CMA3533
10881;20/01/2023;20/01/2023;139405;5;Store 5;85;1.3468373493975903;;CMA3533
10881;20/01/2023;20/01/2023;139315;5;Store 5;45;1.500722891566265;;CMA3533
10881;20/01/2023;20/01/2023;139888;5;Store 5;43;0.020722891566265056;;CMA3533
10881;20/01/2023;20/01/2023;139628;5;Store 5;42;0.550301204819277;;CMA3533
